OrderID,CustomerID,OrderDate,RestaurantType,MenuCategory,ItemName,Quantity,UnitPrice,TotalPrice,PaymentMethod,TableNumber,DayOfWeek,TimeOfDay,SpecialRequest,ServerName
1670,C1004,2025-04-12,Dine-In,Food,Margherita Pizza,4,17.95,71.8,Cash,25,Saturday,Lunch,None,Ana
1671,C1004,2025-11-27,Dine-In,Beverage,Mojito,2,15.77,31.54,Card,28,Thursday,Dinner,None,Valeria
1672,C1004,2025-12-24,Dine-In,Food,Veggie Sandwich,4,15.03,60.12,Mobile Payment,14,Wednesday,Lunch,None,Valeria
1673,C1004,2025-01-21,Takeaway,Food,Grilled Chicken,3,15.42,46.26,Card,N/A,Tuesday,Breakfast,Extra napkins,does not report
1674,C1004,2025-08-01,Dine-In,Beverage,Cappuccino,4,13.51,54.04,Cash,3,Friday,Dinner,Extra napkins,Valeria
1675,C1004,2025-03-27,Delivery,Food,Sushi Roll,3,11.82,35.46,Cash,N/A,Thursday,Dinner,No onions,does not report
1676,C1004,2025-01-18,Dine-In,Food,Sushi Roll,2,13.55,27.1,Mobile Payment,19,Saturday,Lunch,None,Juan
1677,C1004,2025-12-26,Delivery,Food,Veggie Sandwich,2,19.87,39.74,Card,N/A,Friday,Breakfast,Less sugar,does not report
1678,C1004,2025-11-06,Takeaway,Beverage,Fresh Orange Juice,4,17.17,68.68,Mobile Payment,N/A,Thursday,Lunch,None,does not report
1679,C1004,2025-03-25,Dine-In,Beverage,Mineral Water,4,15.73,62.92,Mobile Payment,12,Tuesday,Dinner,No onions,Carlos
1680,C1004,2025-05-25,Dine-In,Food,Grilled Chicken,2,15.3,30.6,Card,1,Sunday,Dinner,None,Carlos
1681,C1004,2025-10-08,Takeaway,Beverage,Iced Tea,3,15.16,45.48,Card,N/A,Wednesday,Lunch,Gluten-free,does not report
1682,C1004,2025-08-14,Takeaway,Beverage,Cappuccino,4,18.98,75.92,Cash,N/A,Thursday,Dinner,None,does not report
1683,C1004,2025-09-09,Dine-In,Food,Margherita Pizza,3,19.53,58.59,Cash,18,Tuesday,Dinner,None,Carlos
1684,C1005,2025-07-08,Dine-In,Food,Veggie Sandwich,2,15.73,31.46,Card,5,Tuesday,Dinner,Less sugar,Ana
1685,C1005,2025-09-09,Dine-In,Beverage,Mineral Water,4,17.06,68.24,Mobile Payment,16,Tuesday,Breakfast,None,Juan
1686,C1005,2025-03-31,Delivery,Beverage,Fresh Orange Juice,2,16.8,33.6,Cash,N/A,Monday,Dinner,None,does not report
1687,C1005,2025-06-12,Dine-In,Beverage,Green Smoothie,2,13.21,26.42,Card,30,Thursday,Dinner,No onions,Juan
1688,C1005,2025-02-04,Takeaway,Beverage,Mojito,3,15.65,46.95,Card,N/A,Tuesday,Breakfast,None,does not report
1689,C1005,2025-10-15,Dine-In,Beverage,Cappuccino,3,15.8,47.4,Mobile Payment,28,Wednesday,Lunch,None,Miguel
1690,C1005,2025-11-27,Takeaway,Food,Veggie Sandwich,4,14.27,57.08,Card,N/A,Thursday,Breakfast,No onions,does not report
1691,C1005,2025-08-09,Delivery,Food,Veggie Sandwich,4,13.32,53.28,Cash,N/A,Saturday,Breakfast,Extra napkins,does not report
1692,C1005,2025-01-08,Takeaway,Beverage,Mineral Water,4,18.75,75.0,Card,N/A,Wednesday,Dinner,Gluten-free,does not report
1693,C1005,2025-12-08,Dine-In,Food,Caesar Salad,2,12.88,25.76,Card,29,Monday,Lunch,None,Carlos
1694,C1005,2025-05-21,Dine-In,Food,Caesar Salad,4,19.04,76.16,Mobile Payment,29,Wednesday,Lunch,None,Valeria
1695,C1005,2025-04-06,Delivery,Food,Sushi Roll,3,12.26,36.78,Mobile Payment,N/A,Sunday,Lunch,Gluten-free,does not report
1696,C1005,2025-05-02,Delivery,Beverage,Latte,3,15.13,45.39,Card,N/A,Friday,Dinner,No onions,does not report
1697,C1005,2025-12-27,Dine-In,Beverage,Iced Tea,3,17.43,52.29,Cash,29,Saturday,Lunch,None,Valeria
1698,C1005,2025-09-05,Dine-In,Food,Veggie Sandwich,3,16.52,49.56,Mobile Payment,16,Friday,Dinner,None,Juan
1699,C1005,2025-10-11,Dine-In,Food,Pasta Alfredo,4,15.56,62.24,Cash,7,Saturday,Lunch,Less sugar,Valeria
1700,C1005,2025-04-19,Dine-In,Food,Caesar Salad,4,12.88,51.52,Cash,11,Saturday,Dinner,No onions,Miguel
1701,C1005,2025-07-24,Takeaway,Beverage,Mojito,3,15.75,47.25,Cash,N/A,Thursday,Dinner,No onions,does not report
1702,C1005,2025-09-22,Takeaway,Beverage,Cappuccino,4,16.17,64.68,Card,N/A,Monday,Lunch,No onions,does not report
1703,C1005,2025-06-07,Takeaway,Beverage,Cappuccino,3,18.98,56.94,Cash,N/A,Saturday,Lunch,Extra napkins,does not report
1704,C1005,2025-11-03,Dine-In,Beverage,Fresh Orange Juice,2,12.37,24.74,Card,10,Monday,Dinner,Gluten-free,Juan
1705,C1005,2025-01-30,Dine-In,Food,Pasta Alfredo,2,13.81,27.62,Card,22,Thursday,Lunch,None,Miguel
1706,C1005,2025-05-25,Dine-In,Food,Caesar Salad,2,18.29,36.58,Cash,1,Sunday,Dinner,None,Juan
1707,C1005,2025-02-16,Takeaway,Food,Margherita Pizza,3,19.03,57.09,Mobile Payment,N/A,Sunday,Lunch,None,does not report
1708,C1005,2025-07-21,Dine-In,Beverage,Mojito,3,19.74,59.22,Card,15,Monday,Dinner,Gluten-free,Juan
1709,C1005,2025-01-18,Dine-In,Food,Beef Burger,2,18.39,36.78,Mobile Payment,13,Saturday,Lunch,None,Carlos
1710,C1005,2025-02-08,Dine-In,Beverage,Iced Tea,3,17.66,52.98,Mobile Payment,2,Saturday,Breakfast,Gluten-free,Valeria
1711,C1005,2025-10-08,Dine-In,Beverage,Green Smoothie,2,19.95,39.9,Cash,29,Wednesday,Lunch,Extra napkins,Ana
1712,C1005,2025-03-13,Delivery,Beverage,Iced Tea,3,19.82,59.46,Card,N/A,Thursday,Dinner,None,does not report
1713,C1005,2025-04-28,Takeaway,Beverage,Fresh Orange Juice,4,17.79,71.16,Card,N/A,Monday,Dinner,No onions,does not report
1714,C1006,2025-12-20,Delivery,Food,Grilled Chicken,2,18.13,36.26,Card,N/A,Saturday,Dinner,Less sugar,does not report
1715,C1006,2025-11-14,Dine-In,Beverage,Mineral Water,4,18.46,73.84,Mobile Payment,17,Friday,Lunch,None,Carlos
1716,C1006,2025-09-23,Delivery,Food,Sushi Roll,2,17.14,34.28,Card,N/A,Tuesday,Dinner,None,does not report
1717,C1006,2025-04-28,Dine-In,Beverage,Mojito,3,19.74,59.22,Cash,18,Monday,Breakfast,None,Valeria
1718,C1006,2025-06-21,Dine-In,Food,Margherita Pizza,3,17.48,52.44,Cash,7,Saturday,Breakfast,None,Carlos
1719,C1006,2025-01-31,Delivery,Food,Margherita Pizza,3,18.94,56.82,Mobile Payment,N/A,Friday,Dinner,None,does not report
1720,C1006,2025-03-22,Dine-In,Food,Caesar Salad,2,19.77,39.54,Cash,16,Saturday,Breakfast,Gluten-free,Carlos
1721,C1006,2025-07-01,Delivery,Food,Margherita Pizza,2,18.94,37.88,Mobile Payment,N/A,Tuesday,Dinner,Gluten-free,does not report
1722,C1006,2025-10-27,Dine-In,Food,Caesar Salad,4,16.82,67.28,Mobile Payment,5,Monday,Breakfast,Less sugar,Miguel
1723,C1006,2025-02-18,Takeaway,Food,Pasta Alfredo,2,15.71,31.42,Cash,N/A,Tuesday,Lunch,Extra napkins,does not report
1724,C1006,2025-08-09,Delivery,Food,Margherita Pizza,2,16.36,32.72,Mobile Payment,N/A,Saturday,Dinner,Gluten-free,does not report
1725,C1006,2025-05-11,Takeaway,Beverage,Mineral Water,2,18.04,36.08,Mobile Payment,N/A,Sunday,Breakfast,Less sugar,does not report
1726,C1006,2025-02-10,Dine-In,Food,Sushi Roll,2,15.33,30.66,Card,23,Monday,Lunch,None,Juan
1727,C1006,2025-11-29,Dine-In,Beverage,Cappuccino,2,18.74,37.48,Cash,13,Saturday,Lunch,None,Miguel
1728,C1006,2025-11-15,Takeaway,Beverage,Cappuccino,3,13.51,40.53,Mobile Payment,N/A,Saturday,Dinner,None,does not report
1729,C1006,2025-07-20,Dine-In,Beverage,Latte,4,15.21,60.84,Mobile Payment,25,Sunday,Breakfast,Extra napkins,Carlos
1730,C1006,2025-03-22,Takeaway,Beverage,Mojito,3,12.46,37.38,Cash,N/A,Saturday,Dinner,No onions,does not report
1731,C1006,2025-07-30,Dine-In,Beverage,Cappuccino,4,17.14,68.56,Mobile Payment,10,Wednesday,Lunch,None,Miguel
1732,C1007,2025-01-27,Delivery,Food,Margherita Pizza,2,16.38,32.76,Card,N/A,Monday,Lunch,None,does not report
1733,C1007,2025-11-18,Delivery,Food,Margherita Pizza,4,15.66,62.64,Card,N/A,Tuesday,Dinner,None,does not report
1734,C1007,2025-05-09,Delivery,Beverage,Mojito,2,15.75,31.5,Card,N/A,Friday,Lunch,Gluten-free,does not report
1735,C1007,2025-04-06,Takeaway,Food,Grilled Chicken,3,13.55,40.65,Cash,N/A,Sunday,Dinner,None,does not report
1736,C1007,2025-07-07,Dine-In,Beverage,Cappuccino,2,13.3,26.6,Cash,6,Monday,Lunch,None,Carlos
1737,C1007,2025-09-27,Dine-In,Beverage,Fresh Orange Juice,4,17.49,69.96,Mobile Payment,9,Saturday,Dinner,None,Carlos
1738,C1007,2025-03-05,Delivery,Beverage,Cappuccino,3,12.28,36.84,Card,N/A,Wednesday,Dinner,Gluten-free,does not report
1739,C1007,2025-10-09,Dine-In,Beverage,Mineral Water,4,18.1,72.4,Card,22,Thursday,Lunch,Extra napkins,Juan
1740,C1007,2025-06-19,Dine-In,Beverage,Iced Tea,3,15.81,47.43,Mobile Payment,24,Thursday,Dinner,None,Carlos
1741,C1007,2025-12-23,Dine-In,Food,Margherita Pizza,4,19.53,78.12,Cash,24,Tuesday,Dinner,Less sugar,Carlos
1742,C1007,2025-02-23,Dine-In,Beverage,Fresh Orange Juice,2,16.95,33.9,Cash,28,Sunday,Breakfast,None,Valeria
1743,C1007,2025-08-05,Takeaway,Beverage,Cappuccino,4,15.8,63.2,Mobile Payment,N/A,Tuesday,Lunch,Extra napkins,does not report
1744,C1007,2025-03-07,Delivery,Beverage,Latte,2,18.13,36.26,Cash,N/A,Friday,Lunch,No onions,does not report
1745,C1007,2025-09-04,Delivery,Beverage,Latte,2,13.9,27.8,Cash,N/A,Thursday,Dinner,None,does not report
1746,C1007,2025-04-18,Delivery,Food,Veggie Sandwich,2,18.04,36.08,Mobile Payment,N/A,Friday,Breakfast,Extra napkins,does not report
1747,C1007,2025-10-11,Dine-In,Beverage,Fresh Orange Juice,4,17.12,68.48,Card,11,Saturday,Dinner,None,Valeria
1748,C1007,2025-09-24,Dine-In,Food,Grilled Chicken,2,19.01,38.02,Card,22,Wednesday,Breakfast,None,Valeria
1749,C1007,2025-01-12,Dine-In,Food,Caesar Salad,3,19.32,57.96,Card,2,Sunday,Lunch,None,Juan
1750,C1007,2025-07-27,Delivery,Food,Caesar Salad,4,11.94,47.76,Cash,N/A,Sunday,Breakfast,None,does not report
1751,C1007,2025-07-25,Delivery,Beverage,Latte,3,16.14,48.42,Cash,N/A,Friday,Dinner,Gluten-free,does not report
1752,C1007,2025-12-08,Dine-In,Beverage,Cappuccino,4,16.65,66.6,Cash,7,Monday,Lunch,No onions,Miguel
1753,C1007,2025-10-05,Delivery,Beverage,Fresh Orange Juice,3,13.94,41.82,Mobile Payment,N/A,Sunday,Dinner,None,does not report
1754,C1007,2025-03-07,Dine-In,Food,Veggie Sandwich,2,12.53,25.06,Mobile Payment,3,Friday,Lunch,None,Ana
1755,C1008,2025-12-15,Delivery,Food,Pasta Alfredo,4,18.53,74.12,Card,N/A,Monday,Dinner,Less sugar,does not report
1756,C1008,2025-09-18,Delivery,Beverage,Cappuccino,3,13.51,40.53,Mobile Payment,N/A,Thursday,Breakfast,No onions,does not report
1757,C1008,2025-10-02,Dine-In,Food,Beef Burger,4,19.88,79.52,Cash,13,Thursday,Breakfast,Extra napkins,Ana
1758,C1008,2025-11-22,Dine-In,Food,Margherita Pizza,4,15.66,62.64,Cash,29,Saturday,Breakfast,Gluten-free,Carlos
1759,C1008,2025-07-31,Dine-In,Food,Margherita Pizza,4,19.53,78.12,Card,5,Thursday,Breakfast,Extra napkins,Valeria
1760,C1008,2025-08-15,Dine-In,Food,Veggie Sandwich,3,16.52,49.56,Mobile Payment,1,Friday,Lunch,None,Juan
1761,C1008,2025-06-10,Takeaway,Beverage,Mojito,4,12.44,49.76,Mobile Payment,N/A,Tuesday,Lunch,None,does not report
1762,C1008,2025-02-15,Dine-In,Food,Caesar Salad,4,16.82,67.28,Mobile Payment,12,Saturday,Dinner,None,Miguel
1763,C1008,2025-03-31,Delivery,Beverage,Cappuccino,4,17.14,68.56,Cash,N/A,Monday,Lunch,Less sugar,does not report
1764,C1008,2025-04-19,Delivery,Beverage,Mineral Water,4,13.96,55.84,Cash,N/A,Saturday,Lunch,No onions,does not report
1765,C1008,2025-05-29,Dine-In,Beverage,Green Smoothie,4,18.54,74.16,Card,23,Thursday,Dinner,Less sugar,Valeria
1766,C1008,2025-01-08,Dine-In,Beverage,Mojito,2,12.46,24.92,Card,22,Wednesday,Dinner,Extra napkins,Juan
1767,C1008,2025-01-24,Delivery,Food,Caesar Salad,3,16.6,49.8,Mobile Payment,N/A,Friday,Lunch,Gluten-free,does not report
1768,C1008,2025-02-24,Delivery,Beverage,Latte,2,14.84,29.68,Cash,N/A,Monday,Dinner,Gluten-free,does not report
1769,C1008,2025-01-04,Takeaway,Food,Caesar Salad,4,17.39,69.56,Mobile Payment,N/A,Saturday,Lunch,None,does not report
1770,C1008,2025-10-18,Dine-In,Beverage,Latte,2,18.9,37.8,Mobile Payment,7,Saturday,Breakfast,Less sugar,Ana
1771,C1008,2025-01-13,Dine-In,Beverage,Cappuccino,4,15.8,63.2,Card,8,Monday,Dinner,Extra napkins,Juan
1772,C1008,2025-04-11,Delivery,Beverage,Latte,4,14.89,59.56,Mobile Payment,N/A,Friday,Dinner,Gluten-free,does not report
1773,C1008,2025-12-20,Dine-In,Beverage,Green Smoothie,4,17.26,69.04,Card,14,Saturday,Lunch,None,Ana
1774,C1008,2025-05-05,Dine-In,Beverage,Mojito,3,16.64,49.92,Card,12,Monday,Breakfast,None,Miguel
1775,C1008,2025-07-24,Dine-In,Food,Grilled Chicken,2,13.76,27.52,Cash,1,Thursday,Lunch,None,Carlos
1776,C1008,2025-04-25,Dine-In,Beverage,Cappuccino,4,13.46,53.84,Card,13,Friday,Dinner,None,Miguel
1777,C1008,2025-06-15,Delivery,Food,Sushi Roll,4,13.2,52.8,Mobile Payment,N/A,Sunday,Lunch,None,does not report
1778,C1008,2025-12-18,Takeaway,Food,Grilled Chicken,3,13.75,41.25,Card,N/A,Thursday,Dinner,Extra napkins,does not report
1779,C1009,2025-07-09,Delivery,Beverage,Cappuccino,4,13.46,53.84,Cash,N/A,Wednesday,Lunch,None,does not report
1780,C1009,2025-05-13,Dine-In,Food,Margherita Pizza,4,17.95,71.8,Mobile Payment,15,Tuesday,Lunch,No onions,Carlos
1781,C1009,2025-06-22,Dine-In,Beverage,Mojito,3,14.09,42.27,Card,16,Sunday,Lunch,Less sugar,Carlos
1782,C1009,2025-02-04,Dine-In,Food,Pasta Alfredo,2,18.53,37.06,Cash,28,Tuesday,Dinner,No onions,Carlos
1783,C1009,2025-04-18,Delivery,Food,Pasta Alfredo,3,12.82,38.46,Cash,N/A,Friday,Dinner,Extra napkins,does not report
1784,C1009,2025-08-31,Dine-In,Food,Margherita Pizza,2,18.94,37.88,Mobile Payment,15,Sunday,Lunch,None,Valeria
1785,C1009,2025-10-18,Dine-In,Beverage,Mojito,3,19.22,57.66,Mobile Payment,21,Saturday,Lunch,None,Juan
1786,C1009,2025-09-06,Delivery,Beverage,Fresh Orange Juice,4,19.52,78.08,Mobile Payment,N/A,Saturday,Dinner,None,does not report
1787,C1009,2025-01-28,Dine-In,Beverage,Fresh Orange Juice,2,16.79,33.58,Cash,22,Tuesday,Lunch,No onions,Carlos
1788,C1009,2025-12-28,Dine-In,Beverage,Green Smoothie,3,13.81,41.43,Mobile Payment,8,Sunday,Dinner,No onions,Miguel
1789,C1009,2025-03-27,Dine-In,Food,Pasta Alfredo,2,14.3,28.6,Cash,24,Thursday,Dinner,Less sugar,Ana
1790,C1009,2025-11-06,Delivery,Food,Grilled Chicken,3,19.01,57.03,Cash,N/A,Thursday,Lunch,No onions,does not report
1791,C1009,2025-06-16,Delivery,Food,Margherita Pizza,4,14.3,57.2,Cash,N/A,Monday,Dinner,Extra napkins,does not report
1792,C1009,2025-10-06,Takeaway,Beverage,Latte,3,13.8,41.4,Cash,N/A,Monday,Dinner,Extra napkins,does not report
1793,C1009,2025-06-12,Dine-In,Food,Caesar Salad,2,19.77,39.54,Card,18,Thursday,Breakfast,None,Carlos
1794,C1009,2025-10-13,Dine-In,Food,Caesar Salad,4,17.78,71.12,Cash,3,Monday,Dinner,None,Carlos
1795,C1009,2025-12-23,Dine-In,Food,Caesar Salad,2,17.39,34.78,Mobile Payment,9,Tuesday,Dinner,Gluten-free,Ana
1796,C1009,2025-10-08,Dine-In,Beverage,Cappuccino,4,18.67,74.68,Card,9,Wednesday,Breakfast,None,Miguel
1797,C1009,2025-06-23,Delivery,Food,Pasta Alfredo,4,18.53,74.12,Cash,N/A,Monday,Lunch,None,does not report
1798,C1009,2025-09-22,Dine-In,Beverage,Iced Tea,2,16.8,33.6,Card,7,Monday,Lunch,None,Ana
1799,C1009,2025-07-29,Delivery,Beverage,Cappuccino,4,18.67,74.68,Mobile Payment,N/A,Tuesday,Dinner,None,does not report
1800,C1009,2025-07-31,Takeaway,Beverage,Mojito,2,19.22,38.44,Mobile Payment,N/A,Thursday,Dinner,Extra napkins,does not report
1801,C1009,2025-05-28,Dine-In,Beverage,Mojito,4,14.35,57.4,Cash,21,Wednesday,Dinner,Extra napkins,Miguel
1802,C1009,2025-11-01,Dine-In,Food,Veggie Sandwich,4,19.38,77.52,Card,25,Saturday,Breakfast,Extra napkins,Valeria
1803,C1009,2025-01-27,Delivery,Food,Grilled Chicken,3,15.42,46.26,Mobile Payment,N/A,Monday,Lunch,No onions,does not report
1804,C1009,2025-09-16,Delivery,Beverage,Mineral Water,3,18.75,56.25,Cash,N/A,Tuesday,Lunch,None,does not report
1805,C1009,2025-08-18,Delivery,Food,Veggie Sandwich,3,16.52,49.56,Mobile Payment,N/A,Monday,Lunch,No onions,does not report
1806,C1009,2025-04-05,Takeaway,Beverage,Latte,4,18.13,72.52,Cash,N/A,Saturday,Lunch,No onions,does not report
1807,C1009,2025-07-21,Delivery,Food,Margherita Pizza,2,12.74,25.48,Cash,N/A,Monday,Dinner,None,does not report
1808,C1009,2025-10-22,Takeaway,Beverage,Fresh Orange Juice,2,15.12,30.24,Mobile Payment,N/A,Wednesday,Lunch,Gluten-free,does not report
1809,C1009,2025-10-05,Dine-In,Beverage,Mineral Water,3,13.06,39.18,Mobile Payment,26,Sunday,Dinner,None,Carlos
1810,C1010,2025-06-15,Dine-In,Beverage,Iced Tea,2,19.62,39.24,Mobile Payment,10,Sunday,Lunch,None,Carlos
1811,C1010,2025-03-29,Dine-In,Food,Margherita Pizza,2,18.74,37.48,Card,1,Saturday,Dinner,None,Valeria
1812,C1010,2025-10-16,Delivery,Beverage,Cappuccino,4,14.18,56.72,Mobile Payment,N/A,Thursday,Lunch,None,does not report
1813,C1010,2025-07-08,Dine-In,Beverage,Iced Tea,2,13.11,26.22,Mobile Payment,17,Tuesday,Lunch,None,Miguel
1814,C1010,2025-09-22,Delivery,Beverage,Latte,3,18.06,54.18,Cash,N/A,Monday,Lunch,Extra napkins,does not report
1815,C1010,2025-08-12,Dine-In,Food,Caesar Salad,2,17.39,34.78,Mobile Payment,17,Tuesday,Dinner,None,Juan
1816,C1010,2025-12-09,Takeaway,Beverage,Mineral Water,4,15.73,62.92,Card,N/A,Tuesday,Dinner,Extra napkins,does not report
1817,C1010,2025-02-16,Dine-In,Beverage,Cappuccino,4,18.67,74.68,Mobile Payment,19,Sunday,Dinner,None,Carlos
1818,C1010,2025-04-06,Dine-In,Food,Sushi Roll,3,18.22,54.66,Mobile Payment,17,Sunday,Breakfast,Gluten-free,Valeria
1819,C1010,2025-05-07,Dine-In,Food,Pasta Alfredo,3,14.3,42.9,Cash,22,Wednesday,Lunch,Less sugar,Carlos
1820,C1010,2025-11-22,Delivery,Food,Margherita Pizza,4,15.37,61.48,Cash,N/A,Saturday,Dinner,None,does not report
1821,C1010,2025-01-16,Delivery,Beverage,Mojito,3,17.64,52.92,Cash,N/A,Thursday,Lunch,None,does not report
1822,C1010,2025-11-09,Dine-In,Beverage,Mineral Water,4,14.04,56.16,Card,16,Sunday,Breakfast,Gluten-free,Juan
1823,C1010,2025-12-08,Takeaway,Beverage,Cappuccino,2,19.33,38.66,Card,N/A,Monday,Breakfast,Gluten-free,does not report
1824,C1010,2025-06-10,Takeaway,Beverage,Cappuccino,2,18.98,37.96,Mobile Payment,N/A,Tuesday,Dinner,Gluten-free,does not report
1825,C1010,2025-04-09,Takeaway,Food,Grilled Chicken,3,14.21,42.63,Card,N/A,Wednesday,Dinner,No onions,does not report
1826,C1010,2025-09-07,Delivery,Food,Margherita Pizza,2,12.08,24.16,Cash,N/A,Sunday,Breakfast,Gluten-free,does not report
1827,C1010,2025-02-11,Delivery,Food,Margherita Pizza,3,19.21,57.63,Cash,N/A,Tuesday,Dinner,None,does not report
1828,C1010,2025-12-01,Delivery,Food,Pasta Alfredo,2,14.3,28.6,Mobile Payment,N/A,Monday,Lunch,No onions,does not report
1829,C1010,2025-04-24,Dine-In,Food,Caesar Salad,2,15.45,30.9,Card,1,Thursday,Dinner,None,Miguel
1830,C1010,2025-04-19,Delivery,Food,Caesar Salad,2,19.77,39.54,Mobile Payment,N/A,Saturday,Dinner,None,does not report
1831,C1010,2025-10-08,Dine-In,Food,Veggie Sandwich,3,16.52,49.56,Cash,29,Wednesday,Breakfast,None,Ana
1832,C1010,2025-01-01,Dine-In,Food,Caesar Salad,2,19.32,38.64,Mobile Payment,5,Wednesday,Dinner,Less sugar,Carlos
1833,C1010,2025-01-27,Dine-In,Food,Caesar Salad,4,15.08,60.32,Mobile Payment,18,Monday,Dinner,Extra napkins,Ana
1834,C1011,2025-04-08,Delivery,Beverage,Cappuccino,4,16.55,66.2,Card,N/A,Tuesday,Lunch,Gluten-free,does not report
1835,C1011,2025-09-11,Delivery,Food,Pasta Alfredo,2,15.89,31.78,Mobile Payment,N/A,Thursday,Dinner,Gluten-free,does not report
1836,C1011,2025-03-08,Takeaway,Beverage,Mineral Water,3,13.18,39.54,Cash,N/A,Saturday,Lunch,No onions,does not report
1837,C1011,2025-01-31,Delivery,Beverage,Cappuccino,2,17.14,34.28,Card,N/A,Friday,Breakfast,Less sugar,does not report
1838,C1011,2025-05-06,Dine-In,Beverage,Fresh Orange Juice,2,13.94,27.88,Card,27,Tuesday,Lunch,None,Ana
1839,C1011,2025-06-07,Dine-In,Food,Pasta Alfredo,2,14.91,29.82,Cash,12,Saturday,Dinner,No onions,Carlos
1840,C1011,2025-08-24,Dine-In,Beverage,Latte,4,16.09,64.36,Mobile Payment,20,Sunday,Breakfast,Gluten-free,Valeria
1841,C1011,2025-07-29,Dine-In,Food,Grilled Chicken,4,17.08,68.32,Card,18,Tuesday,Lunch,None,Juan
1842,C1011,2025-02-09,Dine-In,Food,Sushi Roll,4,17.14,68.56,Card,4,Sunday,Dinner,Extra napkins,Valeria
1843,C1011,2025-12-19,Delivery,Beverage,Iced Tea,4,19.74,78.96,Cash,N/A,Friday,Dinner,Less sugar,does not report
1844,C1011,2025-10-12,Dine-In,Beverage,Cappuccino,3,12.65,37.95,Cash,12,Sunday,Lunch,Extra napkins,Juan
1845,C1011,2025-11-02,Dine-In,Beverage,Fresh Orange Juice,3,17.49,52.47,Card,8,Sunday,Lunch,Gluten-free,Carlos
1846,C1011,2025-08-01,Dine-In,Beverage,Mineral Water,4,18.1,72.4,Mobile Payment,27,Friday,Dinner,None,Juan
1847,C1011,2025-11-28,Dine-In,Beverage,Latte,4,17.34,69.36,Card,4,Friday,Breakfast,None,Carlos
1848,C1011,2025-04-26,Takeaway,Beverage,Iced Tea,2,15.81,31.62,Card,N/A,Saturday,Lunch,None,does not report
1849,C1011,2025-05-12,Delivery,Beverage,Green Smoothie,3,17.26,51.78,Card,N/A,Monday,Breakfast,None,does not report
1850,C1011,2025-11-08,Takeaway,Beverage,Cappuccino,4,13.51,54.04,Cash,N/A,Saturday,Dinner,Extra napkins,does not report
1851,C1011,2025-03-16,Dine-In,Food,Pasta Alfredo,3,14.11,42.33,Cash,1,Sunday,Lunch,None,Ana
1852,C1011,2025-05-06,Delivery,Beverage,Fresh Orange Juice,2,17.49,34.98,Card,N/A,Tuesday,Breakfast,None,does not report
1853,C1011,2025-05-28,Dine-In,Beverage,Cappuccino,3,16.76,50.28,Card,9,Wednesday,Dinner,Extra napkins,Miguel
1854,C1011,2025-05-31,Delivery,Beverage,Iced Tea,4,17.07,68.28,Cash,N/A,Saturday,Lunch,None,does not report
1855,C1011,2025-02-28,Delivery,Beverage,Iced Tea,2,12.86,25.72,Mobile Payment,N/A,Friday,Dinner,None,does not report
1856,C1011,2025-10-03,Delivery,Beverage,Cappuccino,2,13.68,27.36,Mobile Payment,N/A,Friday,Breakfast,Gluten-free,does not report
1857,C1011,2025-08-06,Dine-In,Food,Grilled Chicken,3,19.01,57.03,Cash,19,Wednesday,Breakfast,Extra napkins,Carlos
1858,C1012,2025-04-29,Dine-In,Beverage,Fresh Orange Juice,3,13.94,41.82,Cash,14,Tuesday,Dinner,Gluten-free,Ana
1859,C1012,2025-03-06,Delivery,Food,Margherita Pizza,2,12.33,24.66,Card,N/A,Thursday,Lunch,None,does not report
1860,C1012,2025-09-07,Delivery,Beverage,Latte,3,16.97,50.91,Cash,N/A,Sunday,Breakfast,No onions,does not report
1861,C1012,2025-10-20,Delivery,Beverage,Cappuccino,4,13.51,54.04,Cash,N/A,Monday,Lunch,Less sugar,does not report
1862,C1012,2025-02-17,Dine-In,Food,Veggie Sandwich,4,11.99,47.96,Cash,26,Monday,Dinner,None,Ana
1863,C1012,2025-05-04,Dine-In,Beverage,Green Smoothie,3,16.92,50.76,Cash,14,Sunday,Dinner,None,Valeria
1864,C1012,2025-06-05,Delivery,Food,Veggie Sandwich,2,15.38,30.76,Mobile Payment,N/A,Thursday,Lunch,None,does not report
1865,C1012,2025-08-16,Delivery,Food,Caesar Salad,3,12.88,38.64,Card,N/A,Saturday,Breakfast,Gluten-free,does not report
1866,C1012,2025-11-09,Dine-In,Food,Caesar Salad,2,16.82,33.64,Cash,9,Sunday,Lunch,None,Miguel
1867,C1012,2025-07-07,Dine-In,Beverage,Mineral Water,3,16.04,48.12,Mobile Payment,6,Monday,Lunch,No onions,Miguel
1868,C1012,2025-01-02,Takeaway,Beverage,Mojito,3,14.09,42.27,Mobile Payment,N/A,Thursday,Lunch,Gluten-free,does not report
1869,C1012,2025-12-09,Dine-In,Food,Margherita Pizza,3,17.4,52.2,Mobile Payment,3,Tuesday,Dinner,Extra napkins,Carlos
1870,C1012,2025-05-03,Dine-In,Beverage,Fresh Orange Juice,3,13.62,40.86,Mobile Payment,28,Saturday,Lunch,None,Ana
1871,C1012,2025-12-29,Takeaway,Beverage,Iced Tea,3,19.62,58.86,Cash,N/A,Monday,Dinner,No onions,does not report
1872,C1012,2025-10-26,Delivery,Food,Sushi Roll,3,13.95,41.85,Mobile Payment,N/A,Sunday,Dinner,None,does not report
